,sequence_id,Pos_x,Pos_y,Pos_z,RotE_x,RotE_y,RotE_z,RotQ_x,RotQ_y,RotQ_z,RotQ_w
0,6ef7206e-88e2-425b-8fbf-6502eeda0d50,-392.0084,9.226185,-674.973267,320.703827,56.7371864,-2.20646825e-06,0.2958624846635042,-0.44747710081529396,-0.1597627085078993,-0.8286769644348133
1,6ef7206e-88e2-425b-8fbf-6502eeda0d50,-391.203033,10.0116949,-674.444946,328.993134,51.10258,4.835978,0.25847466530572255,-0.405080914046681,-0.15186547056158228,-0.8637344379618711
2,c8b21e0a-dba1-48e2-bcb1-df0b7a1566c7,-390.397675,10.7932844,-673.9166,322.9754,52.3926964,357.550262,-0.27588247383072145,0.4246005178342792,0.12194332665408225,0.8536586472193901
3,e49e222e-4a19-4093-87fb-35a8b3c6f276,-390.397675,10.7932844,-673.9166,315.6191,49.18341,355.480316,-0.32796784776274557,0.39856868897523395,0.123852424444332,0.8474908070071894
4,5615aa1b-4603-4fa4-97f8-2ca7f37588c4,-389.592316,11.5709553,-673.3883,318.16098,65.25148,2.976266,0.3136935839958924,-0.4956306460286911,-0.2128719482440127,-0.7814295436747914
5,2f1911ff-9098-450c-ad7d-33277bb44174,-388.787,12.3447046,-672.860046,325.0608,64.98878,1.0955106,0.2580890158300262,-0.5099946024915588,-0.16895644423655393,-0.8029628168777841
6,ded45d96-acd3-4ae6-a2e8-9ee013ab43d2,-386.3709,14.6424389,-671.275146,327.967072,53.7049637,354.906281,-0.22662674052955403,0.4446709800382381,0.08639960203833968,0.8622314937163916
7,3af34aed-7f9e-4413-99f2-41c8969e699d,-386.3709,14.6424389,-671.275146,316.982422,55.2028046,350.380127,-0.28762870042747524,0.4567793786804182,0.10014129687278989,0.835819388721851
8,4bfd5cae-4f14-4be2-a3d2-2933e7bfcd50,-385.565552,15.4005117,-670.7468,329.882721,52.2886543,7.52352428,0.2606396665089345,-0.40928439887136076,-0.17110629191287946,-0.8574822924996439
9,028a1f1c-6ef6-4ee9-bee0-f00e26e721b6,-384.7602,16.1546631,-670.2185,312.178131,58.7889977,0.199871838,0.35391813348456425,-0.4480796372334776,-0.20032620652359742,-0.796138181767074
10,78d9ae16-ced6-4350-88f3-71209c9332dc,-382.344147,18.3936043,-668.6336,323.7515,61.75662,1.61027467,0.27381363310870266,-0.48395291763939263,-0.17109666770434823,-0.8133520751388048
11,9a2c4772-8eee-4ed5-add9-66b1f81eb1ae,-382.344147,18.3936043,-668.6336,329.288147,60.33697,359.141022,-0.2253066902917184,0.48630588600013586,0.1268280404201923,0.8346604870931585
12,1d8152f8-1092-4a1a-adc5-ca94c12d380a,-381.5388,19.1320782,-668.1053,326.1067,54.03861,358.233734,-0.2529382245463896,0.43851444854102617,0.11926697053991007,0.8541093154405427
13,661a7aad-a093-4763-a110-91b04583a2f2,-379.92807,20.59727,-667.0487,313.931335,59.98792,0.319953322,0.3401645229115678,-0.4591032706533838,-0.19783022328067587,-0.7964769218153337
14,2c3eaed0-d5a4-43a0-b5de-4bd5f83feacc,-379.122742,21.3239841,-666.5204,328.0366,57.643486,7.95347,0.27278379479746817,-0.4456083577042965,-0.1908253696757247,-0.8310282011629302
15,86012c79-0491-4202-9000-811abcf7640d,-378.317383,22.04678,-665.9921,329.978058,47.28433,9.215714,0.26761546940405945,-0.36702609632225136,-0.1746125322672965,-0.8736041830997016
16,cd4b5ea0-54d0-40bd-be87-4f1a86871049,-377.512024,22.7656574,-665.4638,317.994629,60.8306,359.202759,-0.3057909012223019,0.47476865374094934,0.17584545124104256,0.806328114003532
17,a028a3ae-95c0-4d3d-9381-600a5d90df7f,-376.706665,23.4806156,-664.9355,333.3678,51.52376,351.8111,-0.17670277949283997,0.4366778258876786,0.03727503385745512,0.8813053817766239
18,2bdc93d4-5c57-4c75-9934-57a12385598e,-375.901337,24.1916523,-664.4072,332.333862,53.480217,357.5356,-0.20407993465674096,0.4413849494950338,0.08890651473639946,0.8692677023030324
19,3cebbb13-9d19-48a5-89a8-227283e6d3a1,-375.095978,24.8987732,-663.8789,317.836182,58.5239449,352.800781,-0.28454812056773454,0.4748884044961118,0.12437076760260997,0.8234350505792456
20,8e66aac5-2a25-4e8c-b43f-5403021a8abd,-373.48526,26.3012524,-662.8223,329.329,58.3969421,354.8638,-0.2095537423709306,0.48033818513830356,0.09116807398209137,0.8467885445864121
21,21ec9072-b91b-4f43-b234-1bbd7d34dc62,-372.679932,26.9966145,-662.294,319.824829,53.0319366,352.6993,-0.28000941043793043,0.43800539525853754,0.09951921187469412,0.8484349888226291
22,0e739122-9929-4f5e-ad0e-0e863bb834ba,-371.874573,27.688055,-661.7657,331.18985,47.34289,7.280319,0.25207401141822317,-0.3736185420000106,-0.15599982747899918,-0.87893795666579
23,f33dff34-afa7-4c5f-abc9-94f6eab4a0ba,-371.0692,28.3755779,-661.2374,327.3913,57.79922,6.15315628,0.27031885513102893,-0.4499813509597518,-0.18057654333215079,-0.8317671623400977
24,aa51326a-8990-442c-b90e-bf5c08c8fa65,-370.263855,29.0591812,-660.7091,318.724335,47.5380936,1.61128438,0.3278347506424277,-0.3726132266086143,-0.15408736242271764,-0.85436575561591
25,9d8d935e-d64d-44fd-ab45-6556633a7eac,-369.458527,29.7388668,-660.1808,321.952179,60.6509247,7.577867,0.3122894670382459,-0.45769830046061993,-0.2181465399662521,-0.8033676876954792
26,353dcc5b-0497-41d1-a17e-2e06800d144c,-367.8478,31.0864773,-659.1242,325.737274,59.2483139,9.582077,0.2946192418868218,-0.44933973997531385,-0.21447966521524356,-0.8156541997673457
27,e3d96bc1-336d-48e6-a2f3-5c306a0fd44c,-367.04248,31.7544041,-658.5959,334.143524,55.13574,4.94213629,0.21759217381555235,-0.4420971634519507,-0.14069691683912217,-0.858724706500242
